opdb_id,name,opdb_date,opdb_day,ipdb_id,ipdb_month,bucket,retract
GRWLD-MJ6Ko,Thunderbird,1954-01-01,01,2555,1,C-genuine-january,no
Gr12y-MJYyY,Green Pastures,1954-01-01,01,1085,1,C-genuine-january,no
GrN1B-MJd4V,Twin Bill,1955-01-01,01,2685,1,C-genuine-january,no
GrlpL-MQ6EX,Tim-Buc-Tu,1956-01-01,01,2561,1,C-genuine-january,no
GrN1z-MJVNo,Red White Blue,1956-01-01,01,5267,1,C-genuine-january,no
GRLE6-MOE67,Gladiator,1956-01-01,01,1010,1,C-genuine-january,no
G5pXO-MJ2eo,Flag-Ship,1957-01-01,01,868,1,C-genuine-january,no
G4dwK-MQK64,Gay Paree,1957-01-01,01,991,1,C-genuine-january,no
GreoN-MJj0y,Tic-Tac-Toe,1959-01-01,01,2559,1,C-genuine-january,no
Gr1wP-MDq3y-AOYEn,Serenade,1959-01-01,01,4470,1,C-genuine-january,no
GRwNV-MQP2V,Golden Gloves,1960-01-01,01,1050,1,C-genuine-january,no
GrPYp-MLBNx,Bo Bo,1961-01-01,01,336,1,C-genuine-january,no
GRV1D-MQkOy,Foto Finish,1961-01-01,01,927,1,C-genuine-january,no
G48W6-MJw6V,Sunday on Ice,1961-01-01,01,3376,1,C-genuine-january,no
G43pk-ML047,Samba,1961-01-01,01,3590,1,C-genuine-january,no
GRwnJ-MQjrV,Bowling Flipper,1961-01-01,01,3663,1,C-genuine-january,no
G4Xbk-MQ6d3,Liberty Belle,1962-01-01,01,1438,1,C-genuine-january,no
GR0Q1-MLzk1,Jolly Jokers,1962-01-01,01,1312,1,C-genuine-january,no
GRDne-MDnv4,Twist,1962-01-01,01,3806,1,C-genuine-january,no
GR7zW-MLWov,Karting,1962-01-01,01,3188,1,C-genuine-january,no
GRbnW-MJo59,Beach Games,1962-01-01,01,3908,1,C-genuine-january,no
G5o2k-MJw9Z,Happy Papeete,1963-01-01,01,3135,1,C-genuine-january,no
G4EjL-MQjVR,Tom Tom,1963-01-01,01,2578,1,C-genuine-january,no
Gr1Q6-MDe0K,Toro,1963-01-01,01,3294,1,C-genuine-january,no
GrdqX-MLW81,Gaucho,1963-01-01,01,988,1,C-genuine-january,no
G57eW-MLnel-AOpql,Champ,1963-01-01,01,4346,1,C-genuine-january,no
GR9el-MQdRK,Big Top,1964-01-01,01,286,1,C-genuine-january,no
Gry16-MD0BB,Hockey Girl,1964-01-01,01,3153,1,C-genuine-january,no
GrPNp-MQ2w4,Royal Flash,1964-01-01,01,5515,1,C-genuine-january,no
G4q73-MZe1l,The Three Musketeers,1964-01-01,01,4392,1,C-genuine-january,no
GRQ6d-MDRlL,Sky·Line,1965-01-01,01,3240,1,C-genuine-january,no
G5pJQ-MQwE5,Bullfight,1965-01-01,01,3667,1,C-genuine-january,no
G4dPD-MDvqp,Landing on Venus,1965-01-01,01,3205,1,C-genuine-january,no
Grl29-MQkR9,Curling,1965-01-01,01,3037,1,C-genuine-january,no
G4eVQ-MQKkB,Joly Captain,1965-01-01,01,3183,1,C-genuine-january,no
GrEqX-MLbvZ,Saloon,1965-01-01,01,5562,1,C-genuine-january,no
G5zDw-MQ2Vb,Pretty Baby,1965-01-01,01,1863,1,C-genuine-january,no
G4PeZ-MQ6Xw,Messalina,1966-01-01,01,3600,1,C-genuine-january,no
GRnYX-ML0l2,Ice Show,1966-01-01,01,4778,1,C-genuine-january,no
G5VeQ-MLObw,Hairy Singers,1966-01-01,01,3133,1,C-genuine-january,no
G592K-MJoxd,8 Ball,1966-01-01,01,764,1,C-genuine-january,no
G4yEO-M4oqr-ARWky,Hawaiian Isle,1966-01-01,01,1139,1,C-genuine-january,no
GRV7Q-MJNez-ARX2N,Nairobi,1966-01-01,01,6229,1,C-genuine-january,no
G5bYP-MQV6l,Beatniks,1967-01-01,01,214,1,C-genuine-january,no
GrlPj-MLEY9,Rey de Diamantes,1967-01-01,01,4368,1,C-genuine-january,no
G57xp-MQp1q,Magic City,1967-01-01,01,1514,1,C-genuine-january,no
G5bYP-MDO7Y,Beatniks (AAB),1967-01-01,01,4745,1,C-genuine-january,no
GrlPj-Mo1Ry,King of Diamonds,1967-01-01,01,1372,1,C-genuine-january,no
GrEQy-MQYkj-A9vrl,Carrusel,1967-01-01,01,4364,1,C-genuine-january,no
G4jZo-MLBbn,Dogies,1968-01-01,01,696,1,C-genuine-january,no
GRLD2-MD1o1,Royal Guard,1968-01-01,01,2037,1,C-genuine-january,no
G41XE-MQ57V,Racers,1968-01-01,01,3527,1,C-genuine-january,no
G5WkJ-ME0XK,Caravan,1968-01-01,01,4034,1,C-genuine-january,no
G4ZQv-MQ7ER,Spin-a-Card,1969-01-01,01,4121,1,C-genuine-january,no
GRQQZ-MLyjq,Pirate Gold,1969-01-01,01,1804,1,C-genuine-january,no
G5zkk-MLOoX,Serenade,1969-01-01,01,2097,1,C-genuine-january,no
G41nY-MDqB1,Hit Line,1969-01-01,01,1194,1,C-genuine-january,no
G4ZQv-MDeNN,Spin-A-Card,1969-01-01,01,2288,1,C-genuine-january,no
G5p2Y-MDqKz,Cosmos,1969-01-01,01,572,1,C-genuine-january,no
Grlwk-MLORq,Poker,1969-01-01,01,4484,1,C-genuine-january,no
GRov2-M5Ren,Flower's Child,1969-01-01,01,3785,1,C-genuine-january,no
G5p2Y-MDqKz-AO7XX,Cosmint,1969-01-01,01,4981,1,C-genuine-january,no
G4PQj-MQ4xo,Stock Car,1970-01-01,01,2378,1,C-genuine-january,no
Gr88w-MQPp9,Gay 90's,1970-01-01,01,989,1,C-genuine-january,no
G5pDZ-MQP09,Caddie,1970-01-01,01,417,1,C-genuine-january,no
G5wkx-MJoEZ,Cowboy,1970-01-01,01,583,1,C-genuine-january,no
G5wkx-MJrkN,Big Flipper,1970-01-01,01,247,1,C-genuine-january,no
G4yY2-MQpPw,Galahad,1970-01-01,01,977,1,C-genuine-january,no
Gr3qw-MD1PK,King Rex,1970-01-01,01,1376,1,C-genuine-january,no
GRYZK-MQp44,Vampire,1971-01-01,01,2716,1,C-genuine-january,no
G48nw-ML02p,Galaxie,1971-01-01,01,978,1,C-genuine-january,no
Gr33p-MLqdv,Winner,1971-01-01,01,2793,1,C-genuine-january,no
G4OZ1-MrRN6,Hearts Gain,1971-01-01,01,4406,1,C-genuine-january,no
G4k1p-Mq1Yw,Carnival,1971-01-01,01,451,1,C-genuine-january,no
GRKZV-MwN33,Bristol Hills,1971-01-01,01,376,1,C-genuine-january,no
GrEEy-MQ5pv,Fortune,1972-01-01,01,4380,1,C-genuine-january,no
G43j1-MJj12,Grand Slam,1972-01-01,01,4389,1,C-genuine-january,no
G5pOY-MDbRK,Icarus,1972-01-01,01,4370,1,C-genuine-january,no
G4dyP-MJ2OZ,All Stars,1972-01-01,01,3744,1,C-genuine-january,no
G41WY-MJj5r,Olympic Hockey,1972-01-01,01,1709,1,C-genuine-january,no
Gr3J1-MQr2R,Casbah,1972-01-01,01,462,1,C-genuine-january,no
Grlvk-MJwnq,Comodin,1972-01-01,01,4388,1,C-genuine-january,no
GrEXx-MYeBw,Texas Ranger,1972-01-01,01,2527,1,C-genuine-january,no
GRoN2-MRj30,Sea Hunt,1972-01-01,01,2081,1,C-genuine-january,no
G4dyP-Ml9EY,Jump Shot,1972-01-01,01,3745,1,C-genuine-january,no
G4k8j-MLO6l,Fore,1973-01-01,01,917,1,C-genuine-january,no
GR7YL-MQ90z,Touch,1973-01-01,01,4408,1,C-genuine-january,no
GrOjX-MJook,Spanish Eyes,1973-01-01,01,3265,1,C-genuine-january,no
GrJED-MLWP4,Travel Time,1973-01-01,01,2637,1,C-genuine-january,no
G430p-MJ64z,Black Flag,1973-01-01,01,4487,1,C-genuine-january,no
GRb1z-MDz73,Geisha,1973-01-01,01,5142,1,C-genuine-january,no
G4XBb-MD3Vd,Spooksville,1973-01-01,01,2298,1,C-genuine-january,no
GRb1z-MyN5o,Geisha,1973-01-01,01,994,1,C-genuine-january,no
GR06y-MBRBN,Magic,1973-01-01,01,1510,1,C-genuine-january,no
G5YxJ-MNEbl,Seven Winner,1973-01-01,01,4407,1,C-genuine-january,no
G5Koz-M61e0,Play Time,1973-01-01,01,1821,1,C-genuine-january,no
GRwW9-MJoeQ,Dealer's Choice,1974-01-01,01,648,1,C-genuine-january,no
G4xlK-MQkWr,Sky Star,1974-01-01,01,5050,1,C-genuine-january,no
GRYbJ-ML0Ny,King Game,1974-01-01,01,4390,1,C-genuine-january,no
Grq2n-MDR4Z,Stripping Funny,1974-01-01,01,4410,1,C-genuine-january,no
G4EJB-MDxW8,Gulfstream,1974-01-01,01,1093,1,C-genuine-january,no
GRnBW-MDEBV,Super Bowling,1974-01-01,01,4411,1,C-genuine-january,no
GrdlQ-MD8yq,Astro-Flite,1974-01-01,01,100,1,C-genuine-january,no
G4yWX-MJYzZ,Gunner,1974-01-01,01,4482,1,C-genuine-january,no
G4l3P-MQPOV,Harem,1974-01-01,01,5086,1,C-genuine-january,no
G5oxB-MJZqX,Big Show,1974-01-01,01,275,1,C-genuine-january,no
Gr1zL-MJ2kp,Jolly Ride,1974-01-01,01,1313,1,C-genuine-january,no
GRpyl-MQV9B,Strike,1974-01-01,01,4507,1,C-genuine-january,no
G4PqX-MDxv3,Chance,1974-01-01,01,4878,1,C-genuine-january,no
GrdnO-MJPn5,Bang! Bang!,1974-01-01,01,167,1,C-genuine-january,no
GRwW9-MOEB2,High Ace,1974-01-01,01,5424,1,C-genuine-january,no
G4xlK-MOEr1,Sky Dive,1974-01-01,01,2192,1,C-genuine-january,no
GRpvZ-MwNEn,Joker,1974-01-01,01,1305,1,C-genuine-january,no
GrdnO-Mo1be,The Fiery 30's,1974-01-01,01,834,1,C-genuine-january,no
GRWwO-Mz2B6,Tic & Toc,1974-01-01,01,4079,1,C-genuine-january,no
GRBOy-MZe5V,Jake Mate,1974-01-01,01,1283,1,C-genuine-january,no
G59K6-M2Y4R,Yale,1974-01-01,01,4412,1,C-genuine-january,no
GRn8D-MQd21,Super Soccer,1975-01-01,01,2443,1,C-genuine-january,no
G48OE-MD0bk,Atlantis,1975-01-01,01,105,1,C-genuine-january,no
G43O1-MJ51E,Derby,1975-01-01,01,3701,1,C-genuine-january,no
GRBOy-MQd6y,Check,1975-01-01,01,495,1,C-genuine-january,no
G5v11-ML0Nk,Champion,1975-01-01,01,3693,1,C-genuine-january,no
GrNNL-MJpZl,Criterium 2000,1975-01-01,01,594,1,C-genuine-january,no
GRBo3-MJ5O4,Big Ben,1975-01-01,01,228,1,C-genuine-january,no
G4qln-MDbq6,Speed Rush,1975-01-01,01,4125,1,C-genuine-january,no
GRBOy-MDb6y,Check Mate,1975-01-01,01,496,1,C-genuine-january,no
Grl0P-MQ705,Caddie,1975-01-01,01,4486,1,C-genuine-january,no
G41DL-MD8NK,Black Reed,1975-01-01,01,4413,1,C-genuine-january,no
G5WKO-MJZRk,Olympics,1975-01-01,01,1711,1,C-genuine-january,no
GRo0B-MQdpe,Criterium 80,1975-01-01,01,597,1,C-genuine-january,no
GrP7X-ML05X,Red Show,1975-01-01,01,3720,1,C-genuine-january,no
GrEOB-MJZYw,Flicker,1975-01-01,01,883,1,C-genuine-january,no
G5WKO-ML32x,Super Star,1975-01-01,01,2447,1,C-genuine-january,no
GRVby-MJpdx,Hot Race,1975-01-01,01,4377,1,C-genuine-january,no
G5n0W-MQP6n,Lucky Fruit,1975-01-01,01,1487,1,C-genuine-january,no
GR9O6-MQ2oe,Ducks,1975-01-01,01,739,1,C-genuine-january,no
G48YQ-MYelP,Baby Doll,1975-01-01,01,121,1,C-genuine-january,no
G4jOe-M3d1V,Up Away,1975-01-01,01,3325,1,C-genuine-january,no
GryjX-MvBXe,Tanga,1975-01-01,01,4080,1,C-genuine-january,no
GrdlQ-Ml9Vk,Star-Flite,1975-01-01,01,4979,1,C-genuine-january,no
GRwW9-MnK17,Lucky Ace,1975-01-01,01,1484,1,C-genuine-january,no
G4xnz-M619P,Impact,1975-01-01,01,5433,1,C-genuine-january,no
GRo0B-MyN2Z,Criterium 80,1975-01-01,01,5127,1,C-genuine-january,no
GvBBX-MKNyd,Impacto,1975-01-01,01,4868,1,C-genuine-january,no
GnP9o-MKNbK,Big Horse,1975-01-01,01,255,1,C-genuine-january,no
GEL0v-M9ROz,Cabaret,1975-01-01,01,5202,1,C-genuine-january,no
GRnX6-MQk8L,Space Mission,1976-01-01,01,2253,1,C-genuine-january,no
G5VPX-MQjXJ,Explorer,1976-01-01,01,4117,1,C-genuine-january,no
G5wLN-MJ2YO,Lucky Man,1976-01-01,01,3713,1,C-genuine-january,no
GrEZ5-MDWv8,El Dorado,1976-01-01,01,5216,1,C-genuine-january,no
GrJPo-MD3kn,Navajo,1976-01-01,01,3716,1,C-genuine-january,no
G5BE9-MDlVp,Cherokee,1976-01-01,01,4594,1,C-genuine-january,no
G5By3-ML0Xe,Wood's Queen (2P),1976-01-01,01,5426,1,C-genuine-january,no
G56xZ-MLx84,Jalisco,1976-01-01,01,4667,1,C-genuine-january,no
GrxJV-MDOXX,Galaxy,1976-01-01,01,979,1,C-genuine-january,no
GrJPo-MDXVN,Big Hunt,1976-01-01,01,3692,1,C-genuine-january,no
G5By3-MJw55,Wood's Queen (4P),1976-01-01,01,5425,1,C-genuine-january,no
G5wLN-MQo7X,Monte Carlo,1976-01-01,01,3746,1,C-genuine-january,no
G4ev3-MQdqY,Running Horse,1976-01-01,01,4414,1,C-genuine-january,no
GrEn8-MJ6yX,Casino Royale,1976-01-01,01,467,1,C-genuine-january,no
G5p9k-MQryN,Torpedo!!,1976-01-01,01,2601,1,C-genuine-january,no
G4PW2-MDExV,Ten Stars,1976-01-01,01,3373,1,C-genuine-january,no
G4Zjo-MQw84,Lucky Smile,1976-01-01,01,3886,1,C-genuine-january,no
G5zld-MJ5NW,Crazy Clock,1976-01-01,01,586,1,C-genuine-january,no
G5L8W-MQ6Yp,The Best Corsair,1976-01-01,01,4921,1,C-genuine-january,no
GR00k-MLxN2,Crocket,1976-01-01,01,4105,1,C-genuine-january,no
GR70j-MDyVW,Keops,1976-01-01,01,4091,1,C-genuine-january,no
G4XW0-MDe5d,Robin Hood,1976-01-01,01,1974,1,C-genuine-january,no
G5By3-MLnjP,Wood's Queen (1P),1976-01-01,01,2806,1,C-genuine-january,no
GrqL6-MLy7l,15 Pool,1976-01-01,01,5197,1,C-genuine-january,no
GrOBL-M8587,Fortune,1976-01-01,01,919,1,C-genuine-january,no
Gr8zQ-M3dn8,Fantasy,1976-01-01,01,3090,1,C-genuine-january,no
GRvLv-M2YX5,Slap Stick,1976-01-01,01,2207,1,C-genuine-january,no
G5p9k-MZenB,Torpedo,1976-01-01,01,4371,1,C-genuine-january,no
GRbwx-MwNV3,West Show,1976-01-01,01,3737,1,C-genuine-january,no
GRDW6-MXrwl,Explorer,1976-01-01,01,797,1,C-genuine-january,no
G5Yn9-M85qX,Top Racer,1976-01-01,01,2587,1,C-genuine-january,no
G5KVw-Ml94Y,Ali Baba,1976-01-01,01,44,1,C-genuine-january,no
G5LVp-Mq1lw,Hot & Cold (1P),1976-01-01,01,3889,1,C-genuine-january,no
Gr28v-Mp4Wr,Flip Flop,1976-01-01,01,889,1,C-genuine-january,no
GrlWn-MYebl,Surfing,1976-01-01,01,2467,1,C-genuine-january,no
GPBBv-ME0x0,Screech,1976-01-01,01,3939,1,C-genuine-january,no
GxvZB-MrRze,The Shark,1976-01-01,01,4060,1,C-genuine-january,no
G6ldP-MvB8p,Jackpot,1976-01-01,01,4991,1,C-genuine-january,no
G5BE9-MW9PV,Cherokis,1976-01-01,01,5421,1,C-genuine-january,no
G5Q19-MDEy0,Volèe,1977-01-01,01,5449,1,C-genuine-january,no
G5vqv-MJN3K,Nostalgia,1977-01-01,01,4564,1,C-genuine-january,no
GRLdW-MDOz8,Alpha 2001,1977-01-01,01,3688,1,C-genuine-january,no
G5bNx-MLzNP,Big Together,1977-01-01,01,4557,1,C-genuine-january,no
G4J11-MDXwO,Roy Clark Super Picker,1977-01-01,01,2438,1,C-genuine-january,no
GR9vD-MDbkK,Rodeo,1977-01-01,01,1997,1,C-genuine-january,no
GrPyz-MLOOd,Poker Plus (EM),1977-01-01,01,5128,1,C-genuine-january,no
G4xyV-MJK7V,Supersonic,1977-01-01,01,3419,1,C-genuine-january,no
G42bv-MDb24,Temptation,1977-01-01,01,2513,1,C-genuine-january,no
GRY39-MLze0,Ben-Hur,1977-01-01,01,2855,1,C-genuine-january,no
G4Jzo-MQ7jl,Las Vegas,1977-01-01,01,3820,1,C-genuine-january,no
G43bp-MJ9jZ,Shamrock,1977-01-01,01,5717,1,C-genuine-january,no
GrX80-MJdnv,Big Kick,1977-01-01,01,4556,1,C-genuine-january,no
G48DQ-MQwod,Star Explorer,1977-01-01,01,2345,1,C-genuine-january,no
G41bD-MQK0k,Saturn,1977-01-01,01,3723,1,C-genuine-january,no
GRBv3-MJ9xx,Timothyt,1977-01-01,01,3735,1,C-genuine-january,no
GryPE-MNE9k,Gun Men,1977-01-01,01,3131,1,C-genuine-january,no
GRodq-M5RY1,Card Castle,1977-01-01,01,3677,1,C-genuine-january,no
GRw9N-Ml9lE,Twin-Gain,1977-01-01,01,2686,1,C-genuine-january,no
G50Pk-MvB0n,Master Stroke,1977-01-01,01,1555,1,C-genuine-january,no
GR6bZ-Mp4W4,Diamond Jim,1977-01-01,01,677,1,C-genuine-january,no
GRveZ-M4oyo,Captain Fantastic and the Brown Dirt Cowboy (Home Model),1977-01-01,01,439,1,C-genuine-january,no
Gj6Dj-MOE0d,Full,1977-01-01,01,4707,1,C-genuine-january,no
GrxWp-MDvrD,Winter Sports,1978-01-01,01,3563,1,C-genuine-january,no
G5WPp-MDbNj,Red Arrow,1978-01-01,01,4078,1,C-genuine-january,no
G4XjW-MLXXy,King,1978-01-01,01,3625,1,C-genuine-january,no
G4ynZ-MLyZb,Galaxy Ranger,1978-01-01,01,981,1,C-genuine-january,no
G5w1Z-MDb8x,Atlantis,1978-01-01,01,3690,1,C-genuine-january,no
G5LVp-MJk21,Hot & Cold (4P),1978-01-01,01,5261,1,C-genuine-january,no
G5zjW-MLe7k,Alive,1978-01-01,01,50,1,C-genuine-january,no
G5QP6-MDREd,Bird Man,1978-01-01,01,3622,1,C-genuine-january,no
G4N3O-MJ5xK,Mr. Evil,1978-01-01,01,1638,1,C-genuine-january,no
GR0dd-MLXob,Satellite,1978-01-01,01,3722,1,C-genuine-january,no
GrelY-MQjq8,Jai Alai,1978-01-01,01,3174,1,C-genuine-january,no
GrJy1-MDEbO,Rio,1978-01-01,01,3523,1,C-genuine-january,no
GrlEV-ML872,FJ,1978-01-01,01,3627,1,C-genuine-january,no
GRzxO-MQP8j,Ski Jump,1978-01-01,01,4686,1,C-genuine-january,no
GRbJN-Mz2yK,Devil,1978-01-01,01,3702,1,C-genuine-january,no
GRD1O-MdE5R,Sea Scare,1978-01-01,01,3312,1,C-genuine-january,no
G5Yqx-MKNjX,Sky Fly,1978-01-01,01,5255,1,C-genuine-january,no
Gr2oD-MZell,Lucky Shot,1978-01-01,01,3714,1,C-genuine-january,no
G4eJY-MBRE6,Joker's Wild,1978-01-01,01,1307,1,C-genuine-january,no
G5BE9-MDlVp-AR0WK,Cherokee,1978-01-01,01,4099,1,C-genuine-january,no
G4qzZ-MQpoP-A9pdL,City Ship,1978-01-01,01,5130,1,C-genuine-january,no
G5WPp-MLyZJ,Sisters,1979-01-01,01,4108,1,C-genuine-january,no
GrEXx-MJ5Yv,Take A Card,1979-01-01,01,4109,1,C-genuine-january,no
GRoWo-MDllp,Neptune,1979-01-01,01,5177,1,C-genuine-january,no
G5n1Q-MQPRP,Cleopatra,1979-01-01,01,4111,1,C-genuine-january,no
G4xlK-MJp6z,Lovers,1979-01-01,01,4112,1,C-genuine-january,no
G5pnl-MDWyn,The Best Jump,1979-01-01,01,4114,1,C-genuine-january,no
G5bE7-MQdXd,Centaur,1979-01-01,01,4478,1,C-genuine-january,no
GrP1J-MQ240,Mr. Doom,1979-01-01,01,1637,1,C-genuine-january,no
GRLpx-MJwxe,Super Tris,1979-01-01,01,3731,1,C-genuine-january,no
GrlEB-ML0Pz,Jolly Joker,1979-01-01,01,4113,1,C-genuine-january,no
Grypn-MLEEO,Storm,1979-01-01,01,3372,1,C-genuine-january,no
G5n1e-MQjlv,Topaz,1979-01-01,01,4477,1,C-genuine-january,no
G43WO-MJYYV,Big Dryvers,1979-01-01,01,4110,1,C-genuine-january,no
G5vVk-MDX22,Demolition Classic,1979-01-01,01,3054,1,C-genuine-january,no
G41o2-MePPv,Aspen,1979-01-01,01,3660,1,C-genuine-january,no
G4j1L-MZerb,Black Sheep Squadron,1979-01-01,01,314,1,C-genuine-january,no
G4Zl2-Ml90d,Dracula,1979-01-01,01,728,1,C-genuine-january,no
GR9Po-MePYy,Night Fever,1979-01-01,01,3907,1,C-genuine-january,no
GRVyP-MW9ON,Antares,1979-01-01,01,3689,1,C-genuine-january,no
G48yY-M2YzO,Swashbuckler,1979-01-01,01,2472,1,C-genuine-january,no
G421X-ME0nK,Road Runner,1979-01-01,01,3517,1,C-genuine-january,no
GrNEx-MRjEl,Cavalier,1979-01-01,01,474,1,C-genuine-january,no
GRbD8-M9Rqz,Rocky Girl,1979-01-01,01,4084,1,C-genuine-january,no
G5WP2-MjBZB-AOEDx,Don Quijote,1979-01-01,01,4126,1,C-genuine-january,no
